,neighbourhood,latitude,longitude
Manhattan,Chelsea,40.73911,-74.00046999999998
Manhattan,Harlem,40.83342,-73.94949
Manhattan,Upper East Side,40.76053,-73.96181
Manhattan,Upper East Side,40.78328,-73.95695
Queens,Ditmars Steinway,40.77872,-73.91396
Manhattan,Hell's Kitchen,40.76268,-73.99235
Brooklyn,Greenpoint,40.73164000000001,-73.95323
Manhattan,Upper West Side,40.78592,-73.97447
Brooklyn,Bushwick,40.69669,-73.92785
Queens,Elmhurst,40.74561,-73.87344
Manhattan,Harlem,40.82776,-73.94700999999998
Brooklyn,Bedford-Stuyvesant,40.68583,-73.95676999999998
Queens,Sunnyside,40.74518,-73.91704
Manhattan,Hell's Kitchen,40.76257,-73.98603
Manhattan,Murray Hill,40.74962,-73.97431
Manhattan,Upper East Side,40.76955,-73.95002
Manhattan,Washington Heights,40.84216,-73.94100999999998
Manhattan,Upper East Side,40.76272,-73.96269000000002
Brooklyn,Bedford-Stuyvesant,40.68612,-73.94384000000002
Brooklyn,Bedford-Stuyvesant,40.68521,-73.95089
Brooklyn,East New York,40.67729,-73.87996
Brooklyn,Greenpoint,40.7279,-73.94494
Queens,Elmhurst,40.74503,-73.87671
Brooklyn,Fort Hamilton,40.62168,-74.03023
Brooklyn,Williamsburg,40.70553,-73.94203
Manhattan,East Village,40.73072,-73.99174000000002
Brooklyn,Crown Heights,40.6703,-73.94209000000002
Manhattan,Chelsea,40.74069,-74.00069
Bronx,Riverdale,40.8883,-73.91665
Brooklyn,Crown Heights,40.66759,-73.95187
Manhattan,Midtown,40.76528,-73.98175
Brooklyn,Park Slope,40.68224,-73.97785
Manhattan,Midtown,40.76554,-73.98289
Manhattan,Midtown,40.76537,-73.98331999999998
Brooklyn,Williamsburg,40.71214000000001,-73.96866
Manhattan,Midtown,40.76573,-73.98295
Brooklyn,Williamsburg,40.71135,-73.94435
Manhattan,Midtown,40.76497,-73.98201
Manhattan,Midtown,40.76526,-73.9817
Manhattan,Hell's Kitchen,40.76685,-73.98363
Manhattan,Upper West Side,40.80229,-73.96719
Brooklyn,Bedford-Stuyvesant,40.67909,-73.93222
Manhattan,Gramercy,40.73638,-73.98453
Brooklyn,Crown Heights,40.67543,-73.96311999999998
Manhattan,Upper West Side,40.78466,-73.97276
Manhattan,Two Bridges,40.71127,-73.99838000000003
Brooklyn,Greenpoint,40.73203,-73.95263
Manhattan,Kips Bay,40.74418,-73.97565
Manhattan,Midtown,40.76647,-73.9829
Manhattan,Upper West Side,40.77961,-73.98441
Manhattan,Midtown,40.76484,-73.98326
Manhattan,East Village,40.73273,-73.98666999999998
Brooklyn,Bedford-Stuyvesant,40.68813,-73.95773
Manhattan,East Harlem,40.79741,-73.93884
Manhattan,Harlem,40.8245,-73.94264
Manhattan,Gramercy,40.73477000000001,-73.98069
Brooklyn,Williamsburg,40.70843,-73.96924
Manhattan,Lower East Side,40.71869,-73.99141
Brooklyn,Sunset Park,40.6423,-74.01275
Brooklyn,Crown Heights,40.66676,-73.92957
Brooklyn,Carroll Gardens,40.6789,-74.00117
Manhattan,East Village,40.72659,-73.97848
Manhattan,East Village,40.72296,-73.98321999999997
Brooklyn,Crown Heights,40.66734,-73.94232
Brooklyn,South Slope,40.66801,-73.98773
Brooklyn,Carroll Gardens,40.68268,-73.99687
Manhattan,Chelsea,40.74391,-73.99582
Manhattan,Harlem,40.81942,-73.94264
Manhattan,East Harlem,40.79796,-73.93921
Queens,Rego Park,40.72526,-73.85973
Brooklyn,Sea Gate,40.57804,-74.01024
Brooklyn,Sea Gate,40.57857,-74.01012
Brooklyn,Sea Gate,40.57774000000001,-74.01021999999998
Manhattan,East Harlem,40.79663,-73.94893
Manhattan,Hell's Kitchen,40.75857,-73.98942
Brooklyn,Williamsburg,40.70922,-73.95232
Brooklyn,Williamsburg,40.70766,-73.95215999999998
Brooklyn,Crown Heights,40.66633,-73.93507
Brooklyn,Bushwick,40.69305,-73.90825
Queens,Kew Gardens,40.70911,-73.8296
Queens,Kew Gardens,40.70764000000001,-73.83116
Manhattan,Greenwich Village,40.73426,-73.99476
Manhattan,Chelsea,40.73844,-73.99262
Queens,Elmhurst,40.74485,-73.87552
Brooklyn,Crown Heights,40.66505,-73.95213000000003
Manhattan,Upper West Side,40.79982,-73.96191999999998
Manhattan,Upper West Side,40.77713,-73.97758
Manhattan,Washington Heights,40.84915,-73.93316999999998
Queens,Maspeth,40.72153,-73.88753
Brooklyn,Clinton Hill,40.69619,-73.96944
Manhattan,Upper West Side,40.78807000000001,-73.97406
Brooklyn,Crown Heights,40.67292,-73.94033
Manhattan,Harlem,40.81574000000001,-73.94870999999998
Brooklyn,Prospect-Lefferts Gardens,40.66099000000001,-73.96083
Manhattan,Upper East Side,40.78115,-73.9466
Manhattan,Harlem,40.8097,-73.94256
Manhattan,Theater District,40.75827,-73.98825
Manhattan,East Village,40.72399,-73.99109
Brooklyn,Bedford-Stuyvesant,40.68464,-73.95002
Manhattan,Chelsea,40.74507,-73.99452
Brooklyn,Midwood,40.62462,-73.95508000000002
Bronx,Mott Haven,40.8098,-73.92149
Manhattan,Washington Heights,40.85496,-73.93406
Manhattan,East Harlem,40.78784,-73.94998000000002
Brooklyn,Bedford-Stuyvesant,40.69764,-73.94929
Brooklyn,Bushwick,40.6826,-73.90411
Brooklyn,Columbia St,40.68685,-74.00112
Manhattan,Upper West Side,40.7771,-73.97729
Manhattan,Lower East Side,40.71171,-73.98871
Manhattan,Upper West Side,40.80031,-73.95846999999998
Brooklyn,Crown Heights,40.67298,-73.95561
Brooklyn,Clinton Hill,40.69011,-73.96656
Manhattan,Midtown,40.76571,-73.98312
Brooklyn,Bedford-Stuyvesant,40.69363,-73.95084
Manhattan,East Village,40.72716,-73.98264
Manhattan,Hell's Kitchen,40.76626,-73.98342
Manhattan,Midtown,40.76536,-73.98199
Manhattan,Upper East Side,40.77924,-73.94924
Manhattan,Hell's Kitchen,40.76642,-73.98326
Manhattan,East Village,40.72966,-73.98476
Manhattan,Midtown,40.76567,-73.98308
Manhattan,Hell's Kitchen,40.76666,-73.98306
Manhattan,Midtown,40.76511,-73.98345
Brooklyn,Prospect Heights,40.67834000000001,-73.96685
Brooklyn,Bushwick,40.70045,-73.91673
Manhattan,Hell's Kitchen,40.75547,-73.99501
Brooklyn,Clinton Hill,40.69106,-73.96529
Manhattan,Upper East Side,40.77433,-73.94854000000002
Brooklyn,Crown Heights,40.67833,-73.9629
Brooklyn,Bedford-Stuyvesant,40.69168,-73.95795
Manhattan,Midtown,40.76545,-73.98156
Manhattan,Hell's Kitchen,40.76678,-73.98336
Manhattan,Chelsea,40.74491,-73.99535999999998
Brooklyn,Bedford-Stuyvesant,40.6805,-73.94612
Manhattan,Hell's Kitchen,40.7663,-73.98359
Manhattan,Morningside Heights,40.8131,-73.96074
Manhattan,Upper West Side,40.78342,-73.97312
Brooklyn,Williamsburg,40.71697,-73.96204
Brooklyn,Sheepshead Bay,40.60655,-73.952
Manhattan,Hell's Kitchen,40.76156,-73.99127
Manhattan,Midtown,40.75237,-73.98769
Manhattan,Chinatown,40.7137,-73.99638
Manhattan,Hell's Kitchen,40.75915,-73.99932
Brooklyn,Bushwick,40.69993,-73.92504
Manhattan,Midtown,40.7442,-73.98748
Queens,Astoria,40.76856,-73.92591
Manhattan,Upper West Side,40.79565,-73.96584
Manhattan,Financial District,40.705,-74.00681999999998
Brooklyn,Bedford-Stuyvesant,40.68592,-73.9398
Manhattan,Chelsea,40.73974000000001,-74.00069
Manhattan,Harlem,40.82119,-73.95555999999998
Brooklyn,Williamsburg,40.7139,-73.95615
Brooklyn,Bedford-Stuyvesant,40.68823,-73.93366999999998
Brooklyn,Crown Heights,40.67458,-73.94214000000002
Manhattan,Midtown,40.76506,-73.98236
Brooklyn,Bedford-Stuyvesant,40.68158,-73.95798
Brooklyn,Flatbush,40.64319,-73.96729
Manhattan,Harlem,40.80726,-73.95178
Manhattan,Midtown,40.76657,-73.98201
Manhattan,Midtown,40.76537,-73.98298
Manhattan,Midtown,40.74749,-73.98873
Brooklyn,Williamsburg,40.71334,-73.96056
Brooklyn,Bedford-Stuyvesant,40.67988,-73.92687
Manhattan,Upper East Side,40.7672,-73.9695
Manhattan,Chelsea,40.73949,-73.99801
Bronx,Mott Haven,40.80903,-73.92143
Manhattan,Midtown,40.74939000000001,-73.98292
Manhattan,Upper East Side,40.77117,-73.95851
Manhattan,Upper West Side,40.7889,-73.9729
Manhattan,Upper West Side,40.78216,-73.9835
Manhattan,Upper West Side,40.79546,-73.96452
Manhattan,Inwood,40.86399,-73.92321
Manhattan,Financial District,40.7035,-74.00713
Queens,Astoria,40.76703,-73.9166
Brooklyn,Bushwick,40.69055,-73.92071
Queens,Belle Harbor,40.57941,-73.84844
Manhattan,Harlem,40.826,-73.94314
Manhattan,West Village,40.73552,-74.00615
Brooklyn,Carroll Gardens,40.68124,-73.99601
Manhattan,Gramercy,40.73375,-73.98704000000002
Bronx,Longwood,40.81928,-73.90933000000003
Manhattan,Lower East Side,40.71251,-73.9889
Bronx,Longwood,40.81725,-73.90929
Bronx,Longwood,40.81911,-73.90939
Brooklyn,Crown Heights,40.67593,-73.94291
Brooklyn,Fort Hamilton,40.61645,-74.03108
Manhattan,Midtown,40.74771,-73.98727
Manhattan,Hell's Kitchen,40.76735,-73.98578
Brooklyn,Flatbush,40.65206,-73.96149
Queens,Ridgewood,40.70009,-73.90505
Manhattan,Harlem,40.82127,-73.95669000000002
Manhattan,Financial District,40.70433,-74.00782
Brooklyn,Williamsburg,40.71265,-73.96574
Manhattan,Harlem,40.80422,-73.95495
Brooklyn,Clinton Hill,40.68099,-73.96343
Brooklyn,Crown Heights,40.67409,-73.92607
Manhattan,East Harlem,40.80237,-73.9437
Brooklyn,Crown Heights,40.67564,-73.95449
Manhattan,East Village,40.72772,-73.97978
Manhattan,Upper West Side,40.79226,-73.97299
Manhattan,East Village,40.72592,-73.99025999999998
Manhattan,East Harlem,40.79636,-73.94341999999997
Manhattan,East Village,40.72827,-73.9863
Manhattan,Chelsea,40.73971,-73.99829
Queens,Astoria,40.76452000000001,-73.92804
Brooklyn,Bedford-Stuyvesant,40.69574,-73.9515
Queens,Ridgewood,40.70719,-73.91414
Brooklyn,Cypress Hills,40.68202,-73.88943
Brooklyn,Clinton Hill,40.69315,-73.96412
Brooklyn,Williamsburg,40.71707,-73.95859
Manhattan,Upper West Side,40.79902,-73.96043
Manhattan,Midtown,40.76593,-73.9812
Manhattan,Chelsea,40.74971,-73.99533000000002
Manhattan,Midtown,40.74545,-73.98113000000002
Queens,Ridgewood,40.70724000000001,-73.91228000000002
Manhattan,Upper West Side,40.78942,-73.96768
Brooklyn,Bedford-Stuyvesant,40.67989,-73.91816999999998
Manhattan,Upper East Side,40.7674,-73.95559
Manhattan,East Village,40.73185,-73.98431
Manhattan,Upper West Side,40.78864,-73.97452
Brooklyn,Clinton Hill,40.68459,-73.96499
Manhattan,Two Bridges,40.71279000000001,-73.99445
Manhattan,Upper West Side,40.7823,-73.98080999999998
Brooklyn,Greenpoint,40.72099,-73.94566
Manhattan,Harlem,40.80807,-73.94868000000002
Brooklyn,Crown Heights,40.66714,-73.95819
Brooklyn,Greenpoint,40.72599,-73.94434
Brooklyn,Brooklyn Heights,40.69619,-73.99296
Manhattan,Chelsea,40.74369,-73.99571
Brooklyn,Bushwick,40.69021,-73.91019
Brooklyn,Bedford-Stuyvesant,40.6848,-73.93471
Brooklyn,Bedford-Stuyvesant,40.68762,-73.95604
Manhattan,Upper West Side,40.7961,-73.96300000000002
Queens,Arverne,40.58734000000001,-73.79971
Manhattan,Upper West Side,40.79981,-73.96096999999997
Manhattan,Financial District,40.70538,-74.00664
Manhattan,East Harlem,40.79073,-73.94669
Brooklyn,Bedford-Stuyvesant,40.69438,-73.94726
Brooklyn,Bedford-Stuyvesant,40.69188,-73.94742
Manhattan,Chinatown,40.71532,-73.99343
Brooklyn,Brooklyn Heights,40.69453,-73.99423
Queens,Rosedale,40.67112,-73.73529
Queens,Arverne,40.58859,-73.7938
Brooklyn,Bedford-Stuyvesant,40.68022,-73.92673
Manhattan,East Harlem,40.78821,-73.94927
Brooklyn,Bedford-Stuyvesant,40.68264,-73.94238
Brooklyn,East Flatbush,40.64062,-73.94733000000002
Queens,Ridgewood,40.70707,-73.91384000000002
Brooklyn,Bedford-Stuyvesant,40.68979,-73.94299000000002
Brooklyn,Bedford-Stuyvesant,40.6886,-73.94153
Manhattan,Upper East Side,40.78173,-73.94621
Manhattan,Washington Heights,40.85264,-73.92976
Queens,Arverne,40.59491,-73.78851
Manhattan,Upper East Side,40.76676,-73.95753
Manhattan,Greenwich Village,40.72837,-73.99951999999998
Brooklyn,Williamsburg,40.70751,-73.95441
Brooklyn,Bedford-Stuyvesant,40.68882,-73.95969000000002
Brooklyn,Bedford-Stuyvesant,40.68445,-73.92142
Manhattan,East Village,40.72637,-73.97681999999998
Brooklyn,Williamsburg,40.71394,-73.94995
Brooklyn,Kensington,40.64528,-73.97621
Brooklyn,Williamsburg,40.70952,-73.95567
Queens,Rockaway Beach,40.58341,-73.8165
Manhattan,Upper East Side,40.77631,-73.9556
Brooklyn,Bedford-Stuyvesant,40.68696,-73.95094
Manhattan,Upper East Side,40.77619,-73.95106
Brooklyn,Crown Heights,40.66877,-73.93318000000002
Brooklyn,Williamsburg,40.7193,-73.95730999999998
Staten Island,Tottenville,40.50708,-74.24285
Brooklyn,Fort Greene,40.69706,-73.97421999999997
Queens,Flushing,40.74979,-73.82911
Brooklyn,Bushwick,40.70307,-73.91765
Brooklyn,Williamsburg,40.70611,-73.93966
Brooklyn,Bushwick,40.70265,-73.91701
Brooklyn,Crown Heights,40.66946,-73.95306
Manhattan,Upper West Side,40.77116,-73.98796
Manhattan,Lower East Side,40.71877,-73.98913
Queens,Sunnyside,40.74594,-73.91727
Manhattan,Midtown,40.76686,-73.98198000000002
Manhattan,Harlem,40.83086,-73.94478000000002
Manhattan,Midtown,40.76539,-73.98348
Manhattan,Morningside Heights,40.80514,-73.96349000000002
Brooklyn,Gowanus,40.68081,-73.98945
Manhattan,Upper West Side,40.7992,-73.96791999999998
Manhattan,Upper East Side,40.77685,-73.95727
Manhattan,Hell's Kitchen,40.76322,-73.99005
Brooklyn,Sunset Park,40.63877,-74.01993
Brooklyn,Clinton Hill,40.6881,-73.96281
Brooklyn,Williamsburg,40.70244,-73.94421
Manhattan,East Village,40.72705,-73.98787
Manhattan,East Village,40.72553,-73.98831
Brooklyn,Williamsburg,40.70845,-73.96741999999998
Brooklyn,Clinton Hill,40.68645,-73.96691
Brooklyn,Crown Heights,40.6733,-73.91235
Manhattan,Washington Heights,40.83498,-73.94801
Manhattan,Washington Heights,40.8528,-73.94114
Manhattan,Nolita,40.72232,-73.99433
Manhattan,East Harlem,40.78771,-73.94197
Manhattan,Lower East Side,40.71909,-73.98473
Manhattan,Murray Hill,40.75001,-73.97739
Manhattan,Upper West Side,40.784,-73.97148
Manhattan,Harlem,40.82033,-73.94358000000003
Manhattan,East Village,40.72838,-73.98539
Brooklyn,Bushwick,40.69897,-73.92705
Brooklyn,Bushwick,40.69177,-73.92509
Manhattan,East Village,40.72795,-73.98567
Queens,Arverne,40.59413,-73.78990999999998
Manhattan,Kips Bay,40.74205,-73.97828
Manhattan,Theater District,40.76237,-73.98285
Brooklyn,Bushwick,40.69414,-73.92877
Brooklyn,Bedford-Stuyvesant,40.68091,-73.94391999999998
Brooklyn,Bushwick,40.70062,-73.92785
Brooklyn,Bay Ridge,40.63456,-74.02483000000002
Manhattan,Upper East Side,40.77346,-73.9559
Manhattan,Upper East Side,40.77441,-73.95815
Manhattan,Lower East Side,40.72231,-73.99069
Brooklyn,Williamsburg,40.70528,-73.92938000000002
Queens,Long Island City,40.75888,-73.9312
Brooklyn,Greenpoint,40.73675,-73.95382
Brooklyn,Williamsburg,40.70454,-73.9299
Brooklyn,Sunset Park,40.65031,-74.00176
Brooklyn,Williamsburg,40.71791,-73.94646
Manhattan,Washington Heights,40.83294,-73.94167
Brooklyn,Williamsburg,40.70755,-73.95116999999998
Brooklyn,Gowanus,40.67692,-73.98339
Brooklyn,Park Slope,40.67719,-73.98142
Manhattan,Washington Heights,40.83471,-73.94288
Brooklyn,Bedford-Stuyvesant,40.69445,-73.94459
Brooklyn,Prospect-Lefferts Gardens,40.66158,-73.95999
Manhattan,Midtown,40.75314,-73.97367
Brooklyn,South Slope,40.6679,-73.98703
Manhattan,Lower East Side,40.71849,-73.98334
Queens,Maspeth,40.72163,-73.90612
Brooklyn,Boerum Hill,40.68469,-73.98603
Queens,Jackson Heights,40.74838,-73.88767
Brooklyn,East Flatbush,40.6403,-73.94959
Brooklyn,Cypress Hills,40.68615,-73.87646
Manhattan,Upper West Side,40.77992,-73.98046
Brooklyn,Cypress Hills,40.68577,-73.8777
Manhattan,Gramercy,40.7363,-73.98691
Manhattan,Hell's Kitchen,40.76149,-73.99159
Brooklyn,Park Slope,40.66977,-73.98042
Manhattan,Hell's Kitchen,40.76446,-73.99175
Brooklyn,Williamsburg,40.71278,-73.949
Manhattan,Upper West Side,40.7918,-73.97413
Brooklyn,Windsor Terrace,40.65722,-73.9793
Brooklyn,Bushwick,40.69084,-73.90314000000002
Brooklyn,Bushwick,40.70376,-73.92718
Manhattan,Harlem,40.80513,-73.95445
Manhattan,Harlem,40.80713,-73.9542
Brooklyn,Greenpoint,40.73334000000001,-73.95607
Brooklyn,Greenpoint,40.73708,-73.95454000000002
Manhattan,Harlem,40.82039,-73.94147
Brooklyn,Sheepshead Bay,40.60016,-73.95393
Manhattan,Midtown,40.75489,-73.9666
Manhattan,East Village,40.72591,-73.98
Manhattan,Upper East Side,40.77398,-73.94606999999998
Manhattan,Greenwich Village,40.73064,-73.99937
Manhattan,East Village,40.72228,-73.98409000000002
Brooklyn,Bedford-Stuyvesant,40.67941,-73.9535
Brooklyn,Carroll Gardens,40.68233,-73.99373
Manhattan,Chelsea,40.74419,-73.99861
Manhattan,Morningside Heights,40.80464,-73.96418
Manhattan,East Village,40.72387,-73.98939
Brooklyn,Williamsburg,40.71378,-73.93762
Brooklyn,Williamsburg,40.71172,-73.9417
Brooklyn,Bedford-Stuyvesant,40.69324,-73.94655999999998
Manhattan,Midtown,40.76016,-73.9691
Manhattan,Washington Heights,40.83326,-73.94215
Brooklyn,Brownsville,40.65775,-73.90486
Manhattan,Upper West Side,40.78495,-73.9731
Brooklyn,Greenpoint,40.731,-73.9548
Brooklyn,Kensington,40.64345,-73.98015
Brooklyn,Williamsburg,40.71926,-73.94206
Brooklyn,Carroll Gardens,40.68378,-74.00046
Brooklyn,Bedford-Stuyvesant,40.68042,-73.91811
Brooklyn,Williamsburg,40.71102,-73.9689
Brooklyn,Williamsburg,40.70928,-73.95286
Brooklyn,Fort Greene,40.6921,-73.97279
Brooklyn,Williamsburg,40.71806,-73.95775
Manhattan,Tribeca,40.72138,-74.00766999999998
Brooklyn,Crown Heights,40.67068,-73.94084000000002
Manhattan,Washington Heights,40.83549,-73.94729
Manhattan,East Harlem,40.78993,-73.94718
Manhattan,Hell's Kitchen,40.76116,-73.99016
Brooklyn,Flatbush,40.65402,-73.96073
Queens,Astoria,40.76202,-73.91467
Manhattan,Midtown,40.74566,-73.9834
Manhattan,Flatiron District,40.7411,-73.99024
Brooklyn,Williamsburg,40.71635,-73.95746
Brooklyn,Williamsburg,40.71811,-73.95793
Brooklyn,Sheepshead Bay,40.60754,-73.95297
Brooklyn,Bushwick,40.6879,-73.91767
Brooklyn,Park Slope,40.67522,-73.98063
Manhattan,Harlem,40.80882,-73.94654
Queens,Flushing,40.74849,-73.82914
Manhattan,East Harlem,40.79711,-73.93647
Bronx,Parkchester,40.83648,-73.85812
Manhattan,East Village,40.72803,-73.98853000000003
Bronx,Pelham Gardens,40.86323,-73.84638000000002
Brooklyn,Williamsburg,40.70496,-73.93024
Manhattan,Washington Heights,40.83543,-73.94456
Manhattan,Chelsea,40.74553,-73.99784
Manhattan,Upper West Side,40.79772,-73.9626
Manhattan,Upper East Side,40.77667,-73.95463000000002
Brooklyn,Flatbush,40.63129,-73.96611
Manhattan,Chelsea,40.74045,-73.99824
Manhattan,Midtown,40.75761,-73.96217
Brooklyn,Bedford-Stuyvesant,40.68075,-73.91099
Brooklyn,Williamsburg,40.71592,-73.96265
Brooklyn,Williamsburg,40.71671,-73.94989
Brooklyn,Williamsburg,40.70661,-73.93642
Manhattan,Chinatown,40.71703,-73.99338
Manhattan,Upper West Side,40.78039,-73.98425999999998
Brooklyn,Bushwick,40.69969,-73.91896
Brooklyn,Cypress Hills,40.67708,-73.89236
Queens,Maspeth,40.73976,-73.8954
Manhattan,East Village,40.72444,-73.98136
Brooklyn,Bedford-Stuyvesant,40.69537,-73.93494
Manhattan,East Harlem,40.79505,-73.94360999999998
Brooklyn,Bergen Beach,40.6235,-73.91056
Brooklyn,Clinton Hill,40.68809,-73.96027
Queens,Astoria,40.7619,-73.91985
Manhattan,Financial District,40.70873,-74.00601
Queens,Far Rockaway,40.5978,-73.75296
Queens,Astoria,40.76625,-73.91448000000003
Brooklyn,Crown Heights,40.66882,-73.9404
Manhattan,East Village,40.72376,-73.97975
Queens,Laurelton,40.66952,-73.74624
Manhattan,Upper West Side,40.79839000000001,-73.96804
Manhattan,East Village,40.72421,-73.99041
Manhattan,Upper East Side,40.76769,-73.9585
Brooklyn,Williamsburg,40.71065,-73.95115
Brooklyn,Williamsburg,40.71742,-73.95777
Manhattan,Midtown,40.75322,-73.97321
Brooklyn,Bedford-Stuyvesant,40.69443,-73.94315999999998
Manhattan,Upper East Side,40.78755,-73.95493
Manhattan,Hell's Kitchen,40.76302,-73.99416
Queens,Jamaica,40.70085,-73.81284000000002
Manhattan,Financial District,40.70799,-74.00976999999997
Manhattan,Gramercy,40.73365,-73.98481
Manhattan,Inwood,40.87133,-73.91561999999998
Manhattan,Lower East Side,40.71894,-73.98738
Manhattan,Lower East Side,40.71257,-73.98671
Brooklyn,Williamsburg,40.70851,-73.95443
Manhattan,Upper West Side,40.79749,-73.96307
Manhattan,Hell's Kitchen,40.76038,-73.98781
Manhattan,Hell's Kitchen,40.768,-73.98557
Brooklyn,Bushwick,40.69294,-73.92286999999997
Manhattan,Flatiron District,40.73922,-73.98886
Bronx,Parkchester,40.83703,-73.85648
Brooklyn,Crown Heights,40.67529,-73.93670999999998
Queens,Astoria,40.77479,-73.93545999999998
Manhattan,SoHo,40.7244,-74.00681
Queens,Ridgewood,40.70918,-73.90089
Manhattan,Harlem,40.80967,-73.95295
Manhattan,Hell's Kitchen,40.76058,-73.99603
Brooklyn,Downtown Brooklyn,40.69449,-73.98366999999998
Manhattan,Midtown,40.75228,-73.97336999999997
Brooklyn,Williamsburg,40.7121,-73.96155999999998
Brooklyn,Park Slope,40.67086,-73.97847
Queens,Astoria,40.76869,-73.91966
Bronx,Longwood,40.81384,-73.90514
Brooklyn,Sunset Park,40.66248,-73.99667
Brooklyn,Crown Heights,40.66753,-73.95099
Manhattan,Lower East Side,40.7192,-73.98431
Manhattan,East Harlem,40.78898,-73.95478
Manhattan,Hell's Kitchen,40.76347,-73.99296
Manhattan,Kips Bay,40.74462,-73.97746
Manhattan,Upper East Side,40.7673,-73.9594
Brooklyn,Flatbush,40.64933,-73.96478
Manhattan,Harlem,40.82088,-73.95628
Manhattan,Midtown,40.76657,-73.98207
Manhattan,Hell's Kitchen,40.76535,-73.98874
Queens,Astoria,40.76555,-73.91458
Brooklyn,Clinton Hill,40.68761,-73.95979
Manhattan,East Village,40.72522,-73.98114
Brooklyn,Williamsburg,40.70965,-73.95675
Brooklyn,Crown Heights,40.67634,-73.96177
Brooklyn,Fort Greene,40.68702,-73.97506
Brooklyn,Cypress Hills,40.67893,-73.89423000000002
Manhattan,Flatiron District,40.74047,-73.98931999999998
Manhattan,Midtown,40.76507,-73.98393
Manhattan,Harlem,40.82616,-73.94023
Brooklyn,Bedford-Stuyvesant,40.68607,-73.91761
Manhattan,West Village,40.73475,-74.0044
Brooklyn,Williamsburg,40.71019,-73.95439
Brooklyn,Boerum Hill,40.68834,-73.98601
Brooklyn,Bushwick,40.69336,-73.9213
Brooklyn,Sunset Park,40.66482,-73.99609
Manhattan,Morningside Heights,40.80507,-73.96465
Manhattan,Upper West Side,40.78054,-73.97779
Manhattan,Hell's Kitchen,40.76306,-73.99257
Brooklyn,Crown Heights,40.6736,-73.92612
Brooklyn,Bedford-Stuyvesant,40.6872,-73.95231
Queens,Jackson Heights,40.75302,-73.8797
Brooklyn,Prospect-Lefferts Gardens,40.66113,-73.94542
Manhattan,Chinatown,40.71472,-73.99081
Manhattan,East Harlem,40.79456,-73.94345
Manhattan,Harlem,40.82579000000001,-73.94324
Manhattan,Hell's Kitchen,40.76304,-73.99166
Brooklyn,South Slope,40.66768,-73.98425
Brooklyn,Gowanus,40.68474000000001,-73.98862
Manhattan,Upper West Side,40.7992,-73.97158
Brooklyn,Fort Greene,40.68521,-73.97131
Manhattan,Murray Hill,40.74893,-73.97036999999997
Manhattan,Hell's Kitchen,40.76386,-73.99707
Manhattan,Harlem,40.80057,-73.9556
Manhattan,East Village,40.72414000000001,-73.9801
Manhattan,Upper West Side,40.77775,-73.98169
Brooklyn,Williamsburg,40.71774,-73.95466
Manhattan,Chinatown,40.7133,-73.9956
Manhattan,Upper West Side,40.77504,-73.9896
Brooklyn,Prospect Heights,40.67631,-73.96635
Manhattan,East Village,40.72952,-73.98214
Manhattan,Upper West Side,40.77835,-73.97655
Brooklyn,Bedford-Stuyvesant,40.69687,-73.93542
Manhattan,Gramercy,40.73631,-73.98525
Manhattan,Murray Hill,40.7493,-73.9794
Manhattan,Washington Heights,40.84659,-73.93252
Manhattan,East Village,40.72804,-73.98867
Brooklyn,Williamsburg,40.71173,-73.96646
Queens,Flushing,40.76564000000001,-73.82043
Manhattan,Upper East Side,40.7842,-73.95105
Brooklyn,Prospect-Lefferts Gardens,40.6613,-73.96193000000002
Brooklyn,Bedford-Stuyvesant,40.68361,-73.93845
Manhattan,Hell's Kitchen,40.76093,-73.99014
Queens,Jackson Heights,40.75069000000001,-73.89475999999998
Manhattan,Upper West Side,40.80302,-73.96511
Brooklyn,Greenpoint,40.72619,-73.95563
Manhattan,Midtown,40.7659,-73.98210999999998
Manhattan,Greenwich Village,40.73372,-73.99834
Manhattan,Midtown,40.75914,-73.96591
Brooklyn,Greenpoint,40.7369,-73.95288000000002
Manhattan,Upper West Side,40.78475,-73.9717
Bronx,Allerton,40.86947,-73.85993
Manhattan,Chinatown,40.7164,-73.99743000000002
Brooklyn,Williamsburg,40.712,-73.94609
Manhattan,Upper West Side,40.8015,-73.96605
Brooklyn,Gowanus,40.667,-73.99233000000002
Brooklyn,Prospect Heights,40.67908,-73.97333
Manhattan,Upper West Side,40.78406,-73.98431
Manhattan,Little Italy,40.71941,-73.99706
Brooklyn,Greenpoint,40.72191,-73.94405
Manhattan,Harlem,40.81614,-73.94429000000002
Manhattan,Upper West Side,40.78461,-73.97787
Brooklyn,Bedford-Stuyvesant,40.6851,-73.94793
Manhattan,East Harlem,40.78809,-73.95333000000002
Manhattan,Upper West Side,40.79904000000001,-73.96045
Brooklyn,Sunset Park,40.66127,-73.99154
Manhattan,Greenwich Village,40.73046,-73.99562
Queens,Ridgewood,40.7003,-73.89983000000002
Manhattan,East Village,40.72626,-73.9894
Queens,Forest Hills,40.71915,-73.84397
Brooklyn,Williamsburg,40.71513,-73.94848
Brooklyn,Downtown Brooklyn,40.69531,-73.98306
Manhattan,Upper West Side,40.79433,-73.96518
Manhattan,West Village,40.72981,-74.00348000000002
Brooklyn,Bushwick,40.69758,-73.93493000000002
Brooklyn,Prospect Heights,40.67947,-73.96466
